id,era,typology,total_floor_area_m2,is_high_potential,grid_id,baseline_energy_kwh,R1_savings_kwh,R2_savings_kwh,R3_savings_kwh,R4_savings_kwh,R5_savings_kwh,R5_heating_savings_kwh,R5_cooling_savings_kwh
1023991400,era2,lowrise,2194.24,0,671,463928.97,22754.27,10444.58,13977.31,123799.02,160377.00,127243.98,24114.70
1023991401,era2,lowrise,1553.31,0,671,328415.89,16107.82,7393.76,9894.58,87637.75,113531.43,90076.45,17070.88
1023991402,era2,lowrise,1552.79,0,671,328306.65,16102.43,7391.28,9891.27,87608.41,113493.42,90046.29,17065.16
1023991403,era2,lowrise,1552.36,0,671,328216.06,16097.97,7389.23,9888.53,87584.15,113461.99,90021.36,17060.44
1023991404,era2,lowrise,1551.98,0,671,328135.34,16094.03,7387.42,9886.11,87562.71,113434.22,89999.32,17056.26
1023991405,era2,lowrise,1439.25,0,671,304299.61,14925.02,6850.83,9168.02,81202.49,105194.78,83462.11,15817.36
1023991406,era2,lowrise,1440.25,0,630,304512.44,14935.39,6855.59,9174.39,81258.91,105267.87,83520.10,15828.35
1023991407,era2,lowrise,1213.81,0,630,256635.61,12587.21,5777.74,7731.97,68483.16,88717.37,70388.84,13339.77
1023991408,era2,lowrise,1143.23,0,671,241713.47,11855.30,5441.77,7282.38,64501.04,83558.68,66295.91,12564.10
1023991409,era2,lowrise,1440.02,0,630,304464.41,14933.01,6854.50,9172.93,81245.93,105251.06,83506.76,15825.82
1023991410,era2,lowrise,2390.01,0,671,505320.20,24784.40,11376.45,15224.36,134844.36,174685.83,138596.68,26266.21
1023991411,era2,lowrise,1213.56,0,630,256581.93,12584.62,5776.55,7730.38,68469.06,88699.10,70374.34,13337.02
1023991412,era2,lowrise,1248.16,0,671,263899.16,12943.42,5941.24,7950.78,70421.19,91228.01,72380.80,13717.28
1023991413,era2,lowrise,884.96,0,671,187107.69,9177.04,4212.41,5637.20,49929.44,64681.73,51318.83,9725.71
1023991415,era2,lowrise,1949.51,0,630,412184.51,20216.42,9279.67,12418.38,109991.35,142489.69,113052.08,21425.11
1023991416,era2,lowrise,1949.66,0,630,412217.54,20217.97,9280.38,12419.33,109999.82,142500.65,113060.78,21426.76
1023991417,era2,lowrise,1193.62,0,630,252366.67,12377.84,5681.63,7603.36,67344.04,87241.69,69218.02,13117.88
1023991418,era2,lowrise,1645.98,0,630,348008.96,17068.81,7834.86,10484.89,92866.19,120304.68,95450.38,18089.32
1023991419,era2,lowrise,3510.61,1,630,742247.30,36405.03,16710.50,22362.59,198068.62,256590.48,203580.27,38581.60
1023991420,era2,lowrise,1092.81,0,630,231051.97,11332.44,5201.78,6961.20,61656.34,79873.48,63372.05,12009.98
1023991421,era2,lowrise,2519.08,0,630,532610.14,26122.86,11990.82,16046.54,142126.49,184119.56,146081.45,27684.69
1023991422,era2,lowrise,1949.84,0,630,412254.03,20219.84,9281.24,12420.48,110009.97,142513.81,113071.22,21428.74
1023991423,era2,lowrise,1592.74,0,630,336754.01,16516.71,7581.44,10145.75,89862.39,116413.37,92362.99,17504.21
1024565701,era2,lowrise,2496.06,0,672,527743.00,25884.14,11881.25,15899.90,140827.71,182437.03,144746.52,27431.70
1024565702,era1,lowrise,1512.17,0,672,394993.93,27960.02,15348.53,16452.41,135399.70,185800.33,146136.11,29169.76
1024565706,era2,lowrise,3014.75,1,631,637409.61,31262.96,14350.21,19203.96,170092.20,220348.08,174825.35,33132.10
1024565707,era2,lowrise,2955.03,1,631,624782.20,30643.66,14065.94,18823.54,166722.79,215983.14,171362.19,32475.78
1024565708,era2,lowrise,3074.48,1,631,650037.03,31882.36,14634.52,19584.44,173462.16,224713.74,178289.10,33788.54
1024565712,era1,lowrise,5126.00,1,672,1338962.69,94779.74,52028.90,55770.88,458982.04,629831.62,495376.64,98880.54
1024565713,era1,lowrise,875.09,0,672,228582.42,16180.41,8882.16,9520.98,78355.56,107522.31,84568.70,16880.49
1024565714,era2,lowrise,4522.25,1,672,956138.51,46895.73,21525.91,28806.73,255145.35,330531.25,262245.28,49699.53
1024678762,era2,lowrise,1534.61,0,669,324461.95,15913.91,7304.74,9775.47,86582.70,112164.64,88992.03,16865.36
1024678763,era2,lowrise,802.69,0,669,169712.93,8323.90,3820.80,5113.14,45287.77,58668.61,46547.99,8821.56
1024678764,era2,lowrise,3739.77,1,669,790700.27,38781.41,17801.31,23822.33,210997.82,273339.79,216869.26,41100.07
1024678765,era2,lowrise,574.98,0,669,121567.42,5962.54,2736.90,3662.62,32440.37,42025.29,33343.09,6319.03
1024678766,era2,lowrise,490.11,0,669,103623.66,5082.44,2332.92,3122.00,27652.01,35822.14,28421.48,5386.31
1024893168,era2,lowrise,3611.06,1,671,763485.66,37446.69,17188.65,23002.45,203736.01,263932.38,209405.37,39685.55
1024893169,era2,lowrise,783.31,0,671,165615.17,8122.92,3728.56,4989.68,44194.35,57252.13,45424.15,8608.58
1024893179,era2,lowrise,411.00,0,630,86898.44,4262.07,1956.36,2618.07,23188.62,30039.99,23833.89,4516.89
1024893180,era2,lowrise,906.28,0,630,191614.31,9398.12,4313.89,5773.00,51132.32,66240.01,52555.18,9960.02
1024893181,era2,lowrise,1094.55,0,630,231419.78,11350.48,5210.06,6972.28,61754.51,80000.66,63472.95,12029.10
1024893202,era2,lowrise,2481.52,1,671,524667.31,25733.36,11812.04,15807.28,140007.36,181374.30,143903.34,27271.90
1025492037,era1,lowrise,755.21,0,713,197267.99,13963.83,7665.38,8216.68,67621.50,92792.65,72983.49,14568.00
1025492038,era2,lowrise,755.02,0,713,159634.31,7829.56,3593.90,4809.48,42598.23,55184.41,43783.61,8297.67
1025492039,era3,lowrise,1448.30,0,713,217838.37,4084.21,4735.94,709.67,31210.86,34035.05,21536.22,2809.70
1025492040,era3,lowrise,491.44,0,713,73917.73,1385.86,1607.01,240.81,10590.53,11548.84,7307.71,953.39
1025492041,era2,lowrise,2604.66,0,713,550703.25,27010.32,12398.18,16591.68,146954.92,190374.60,151044.23,28625.21
1025492042,era2,lowrise,292.87,0,713,61922.23,3037.06,1394.06,1865.58,16523.73,21405.87,16983.53,3218.64
1025492043,era2,lowrise,4946.87,1,713,1045917.46,51299.04,23547.10,31511.56,279102.41,361566.73,286868.99,54366.10
1025845502,era1,lowrise,2468.06,0,631,644683.08,45634.43,25050.81,26852.49,220990.09,303250.53,238513.32,47608.88
1025845503,era1,lowrise,8806.20,1,631,2300267.78,162826.64,89382.93,95811.46,788507.15,1082017.79,851031.17,169871.60
1025845504,era1,lowrise,546.46,0,631,142740.22,10104.05,5546.57,5945.48,48930.03,67143.54,52809.89,10541.21
1025845505,era1,lowrise,3693.17,1,672,964692.35,68286.71,37485.68,40181.69,330686.44,453779.80,356907.95,71241.25
1025845506,era1,lowrise,3806.02,1,631,994169.72,70373.31,38631.10,41409.50,340791.03,467645.68,367813.77,73418.13
1025845507,era2,lowrise,1635.75,0,631,345845.80,16962.73,7786.17,10419.73,92289.02,119556.97,94857.14,17976.89
1025845508,era2,lowrise,24571.26,1,630,5195101.88,254803.97,116959.20,156518.93,1386310.49,1795913.39,1424887.37,270038.15
1025845509,era2,lowrise,8667.60,1,630,1832590.82,89883.01,41257.78,55212.61,489025.99,633514.88,502634.12,95256.92
1025991422,era1,highrise,51235.97,1,931,13383348.52,947353.09,520045.10,557447.35,4587668.75,6295363.63,4951444.14,988341.86
1025991438,era1,highrise,29161.19,1,931,7617193.97,539190.40,295986.08,317273.75,2611092.95,3583035.42,2818137.40,562519.36
1025991439,era1,highrise,29161.20,1,972,7617197.48,539190.59,295986.18,317273.86,2611093.85,3583036.64,2818138.37,562519.55
1025991440,era2,highrise,29158.24,1,971,6164926.56,302370.95,138793.22,185737.99,1645107.90,2131175.76,1690886.34,320449.06
1025991441,era1,highrise,29161.48,1,971,7617271.37,539195.77,295989.02,317276.90,2611118.92,3583071.05,2818165.43,562524.95
1025992290,era3,midrise,19764.79,1,933,2972822.49,55736.71,64630.86,9684.75,425931.22,464472.57,293902.43,38343.69
1025992291,era3,lowrise,75079.40,1,933,11292691.82,211723.91,245509.64,36788.91,1617961.07,1764365.90,1116430.68,145654.04
1025992292,era3,midrise,12128.80,1,974,1824293.32,34203.22,39661.18,5943.11,261375.64,285026.80,180355.26,23529.87
1025992293,era3,lowrise,33122.98,1,974,4982027.03,93406.80,108312.14,16230.26,713800.22,778390.03,492538.71,64258.58
1025992294,era3,lowrise,20248.52,1,974,3045579.74,57100.83,66212.66,9921.77,436355.61,475840.22,301095.49,39282.13
1025992295,era2,lowrise,44296.34,1,974,9365575.37,459353.05,210850.58,282167.69,2499199.50,3237619.49,2568744.76,486816.78
1025992296,era2,highrise,25172.73,1,933,5322270.24,261041.21,119822.19,160350.29,1420245.43,1839874.84,1459766.61,276648.30
1025992297,era2,highrise,15854.05,1,933,3352022.30,164406.50,75465.28,100990.30,894485.50,1158772.51,919376.36,174236.01
1025992298,era2,highrise,39074.41,1,933,8261501.59,405201.63,185994.19,248903.99,2204578.21,2855948.63,2265925.04,429427.77
1025992299,era3,highrise,42439.81,1,933,6383371.17,119680.26,138778.18,20795.51,914577.91,997335.53,631079.97,82333.23
1025992300,era3,highrise,42452.41,1,933,6385266.82,119715.80,138819.38,20801.68,914849.44,997631.64,631267.34,82357.68
1025992301,era3,highrise,42439.08,1,933,6383261.42,119678.21,138775.79,20795.15,914562.17,997318.38,631069.12,82331.82
1025992302,era2,highrise,42433.36,1,933,8971685.45,440033.94,201982.79,270300.50,2394090.17,3101454.28,2460710.55,466342.63
1025992303,era3,highrise,15856.53,1,933,2384980.54,44715.41,51850.85,7769.70,341708.22,372628.46,235786.60,30761.67
1025992304,era2,lowrise,4851.83,1,933,1025822.62,50313.48,23094.71,30906.16,273740.25,354620.25,281357.62,53321.61
1025992305,era3,highrise,40850.69,1,933,6144352.18,115198.95,133581.76,20016.84,880332.37,959991.22,607449.76,79250.34
1025992306,era2,lowrise,4720.86,1,933,998130.86,48955.32,22471.29,30071.88,266350.92,345047.66,273762.67,51882.25
1025992307,era3,highrise,15457.45,1,933,2324955.43,43590.01,50545.86,7574.15,333108.05,363250.08,229852.28,29987.45
1025995168,era2,highrise,13989.15,1,891,2957726.72,145067.49,66588.35,89110.89,789267.84,1022466.97,811230.81,153740.76
1025995169,era2,highrise,23230.53,1,891,4911631.01,240900.60,110577.32,147978.48,1310666.50,1697919.44,1347138.43,255303.52
1025995170,era1,highrise,13995.61,1,891,3655793.35,258778.83,142055.44,152272.24,1253166.92,1719640.60,1352535.75,269975.32
1025995171,era2,highrise,13990.12,1,891,2957931.36,145077.54,66592.97,89117.06,789322.57,1022537.87,811287.06,153751.42
1025995172,era1,highrise,13987.07,1,891,3653561.45,258620.92,141968.76,152179.32,1252402.25,1718591.29,1351710.44,269810.58
1025995173,era2,highrise,13987.87,1,932,2957455.76,145054.21,66582.26,89102.73,789195.63,1022373.42,811156.58,153726.69
1025995174,era1,highrise,61616.35,1,933,16094806.78,1139286.31,625405.95,670385.89,5517127.98,7570800.92,5954604.06,1188579.39
1025995175,era2,highrise,35542.59,1,932,7514768.82,368576.66,169182.73,226406.30,2005312.93,2597807.90,2061114.79,390613.06
1025995176,era2,highrise,13994.07,1,932,2958765.62,145118.51,66611.77,89142.23,789545.43,1022826.58,811516.12,153794.83
1025995177,era2,highrise,25455.67,1,932,5382091.35,263975.30,121168.99,162152.62,1436208.90,1860554.92,1476174.30,279757.81
1025996341,era2,highrise,45206.92,1,932,9558098.23,468795.76,215184.94,287968.08,2550574.43,3304173.78,2621549.29,496824.05
1025996342,era2,lowrise,2951.69,1,933,624075.72,30609.03,14050.04,18802.27,166534.35,215739.02,171168.50,32439.07
1025996343,era1,lowrise,927.41,0,973,242247.51,17147.81,9413.21,10090.22,83040.29,113950.87,89624.90,17889.74
1025996344,era2,lowrise,926.64,0,973,195918.65,9609.26,4410.81,5902.70,52281.03,67728.12,53735.85,10183.77
1025996345,era2,lowrise,1078.21,0,973,227966.84,11181.04,5132.28,6868.20,60832.61,78806.37,62525.40,11849.53
1025996346,era2,lowrise,629.69,0,973,133136.19,6529.89,2997.32,4011.13,35527.11,46024.04,36515.72,6920.29
1025996347,era2,midrise,7571.94,1,973,1600934.92,78521.02,36042.43,48233.26,427208.85,553433.09,439096.80,83215.62
1025996348,era2,lowrise,1160.22,1,973,245304.82,12031.48,5522.65,7390.60,65459.61,84800.48,67281.16,12750.82
1025996349,era2,lowrise,1258.46,1,973,266076.98,13050.23,5990.27,8016.39,71002.31,91980.84,72978.10,13830.48
1025996350,era2,lowrise,667.06,0,933,141035.99,6917.41,3175.21,4249.17,37635.53,48755.42,38682.81,7330.99
1025996443,era3,lowrise,532.70,0,971,80122.91,1502.21,1741.93,261.02,11479.68,12518.45,7921.25,1033.44
1025996444,era2,lowrise,501.49,0,971,106030.28,5200.45,2387.09,3194.49,28294.07,36653.90,29081.41,5511.38
1025996445,era2,lowrise,601.76,0,971,127230.77,6240.25,2864.38,3833.21,33951.30,43982.64,34896.06,6613.34
1025996446,era2,lowrise,1952.63,0,971,412844.24,20248.77,9294.52,12438.25,110167.38,142717.73,113233.01,21459.40
1026007852,era3,midrise,14992.16,1,972,2254970.90,42277.89,49024.36,7346.16,323081.05,352315.76,222933.42,29084.79
1026007853,era2,midrise,14079.00,1,972,2976722.40,145999.23,67016.04,89683.23,794337.18,1029034.11,816441.21,154728.21
1026007854,era2,midrise,11625.61,1,972,2458002.87,120557.58,55337.90,74055.14,655916.92,849715.83,674169.12,127765.45
1026007855,era2,midrise,2767.74,1,972,585182.64,28701.46,13174.44,17630.50,156155.89,202294.12,160501.24,30417.46
1026007856,era2,midrise,2369.65,1,972,501015.84,24573.27,11279.53,15094.67,133695.65,173197.72,137416.00,26042.45
1026007857,era1,lowrise,8877.11,1,972,2318790.55,164137.76,90102.67,96582.96,794856.43,1090730.51,857883.91,171239.45
1026007858,era2,midrise,10634.36,1,972,2248422.64,110278.31,50619.55,67740.87,599990.59,777265.37,616686.54,116871.62
1026007859,era3,midrise,4335.78,1,972,652144.15,12226.90,14178.00,2124.53,93436.06,101890.83,64473.05,8411.41
1026007860,era3,midrise,6834.52,1,972,1027980.60,19273.35,22348.88,3348.91,147283.91,160611.22,101629.31,13258.97
1026007861,era1,lowrise,31123.74,1,972,8129831.33,575477.95,315905.96,338626.29,2786819.68,3824173.93,3007798.23,600376.94
1026007862,era3,midrise,8555.84,1,972,1286883.26,24127.47,27977.60,4192.36,184378.35,201062.24,127225.34,16598.33
1026007863,era3,midrise,5858.48,1,972,881173.63,16520.91,19157.23,2870.66,126250.24,137674.28,87115.60,11365.45
1026007864,era3,midrise,9234.46,1,972,1388955.45,26041.18,30196.68,4524.89,199002.61,217009.81,137316.42,17914.85
1026007865,era3,midrise,1507.81,0,972,226789.51,4252.02,4930.54,738.83,32493.31,35433.53,22421.13,2925.15
1026007866,era3,midrise,3780.64,1,972,568646.16,10661.40,12362.69,1852.51,81472.79,88845.04,56218.12,7334.44
1026007867,era1,lowrise,3756.46,1,972,981225.10,69456.95,38128.07,40870.28,336353.43,461556.24,363024.29,72462.11
1026007868,era3,midrise,2697.02,1,972,405658.42,7605.60,8819.26,1321.54,58120.78,63379.97,40104.69,5232.22
1026007869,era3,midrise,5518.89,1,972,830096.53,15563.27,18046.77,2704.26,118932.08,129693.92,82065.89,10706.65
1026010766,era2,lowrise,6560.70,1,929,1387128.93,68034.46,31228.93,41791.66,370154.69,479521.56,380454.99,72102.09
1026010767,era3,lowrise,8266.84,1,929,1243415.23,23312.49,27032.57,4050.75,178150.40,194270.74,122927.91,16037.67
1026010768,era1,highrise,51136.21,1,929,13357288.38,945508.52,519032.53,556361.96,4578736.24,6283106.12,4941803.33,986417.49
1026010769,era1,highrise,32919.22,1,929,8598828.48,608676.38,334130.08,358161.11,2947586.96,4044784.56,3181313.42,635011.75
1026010770,era1,highrise,18980.70,1,929,4957947.65,350953.14,192654.10,206510.02,1699531.88,2332158.61,1834294.85,366137.70
1026010771,era1,highrise,27629.93,1,929,7217213.54,510877.41,280443.79,300613.64,2473983.93,3394889.50,2670156.44,532981.35
1026010772,era1,highrise,37380.19,1,929,9764080.14,691159.71,379408.93,406696.47,3347022.21,4592903.95,3612421.56,721063.87
1026010773,era1,highrise,24440.64,1,929,6384138.61,451907.43,248072.50,265914.16,2188414.91,3003021.44,2361943.45,471459.95
1026010774,era1,highrise,28607.90,1,929,7472669.17,528960.07,290370.18,311253.95,2561551.37,3515052.67,2764667.46,551846.39
1026010775,era1,highrise,18454.72,1,929,4820557.97,341227.77,187315.41,200787.35,1652435.63,2267531.45,1783464.14,355991.55
1026010776,era1,highrise,27715.41,1,929,7239541.45,512457.93,281311.41,301543.66,2481637.81,3405392.43,2678417.22,534630.26
1026010777,era1,highrise,33126.65,1,929,8653013.40,612511.76,336235.50,360417.95,2966160.24,4070271.49,3201359.46,639013.08
1026010778,era1,highrise,28363.11,1,929,7408727.18,524433.90,287885.57,308590.64,2539632.87,3484975.33,2741010.95,547124.39
1026010779,era1,highrise,38363.12,1,929,10020829.92,709334.09,389385.67,417390.75,3435033.76,4713676.55,3707411.92,740024.58
1026010780,era1,highrise,38352.75,1,929,10018120.85,709142.35,389280.41,417277.92,3434105.23,4712402.39,3706409.76,739824.55
1026010781,era1,highrise,38351.80,1,929,10017873.16,709124.78,389270.77,417267.58,3434020.17,4712285.67,3706317.95,739806.22
1026010782,era1,highrise,38353.01,1,929,10018190.69,709147.15,389283.05,417280.75,3434128.52,4712434.34,3706434.89,739829.56
1026010783,era1,highrise,38363.64,1,929,10020966.43,709343.70,389390.95,417396.40,3435080.33,4713740.45,3707462.17,740034.62
1026010784,era2,midrise,2961.32,1,928,626111.90,30708.89,14095.88,18863.61,167077.67,216442.88,171726.95,32544.91
1026010785,era2,midrise,5859.34,1,928,1238839.78,60761.36,27890.46,37324.00,330583.96,428259.16,339783.13,64394.15
1026010786,era2,midrise,6135.06,1,928,1297136.45,63620.57,29202.89,39080.33,346140.09,448411.54,355772.13,67424.31
1026010789,era2,midrise,2413.36,1,928,510256.01,25026.54,11487.59,15373.10,136161.77,176392.48,139950.75,26522.83
1026010790,era2,highrise,10723.66,1,928,2267304.25,111204.35,51044.62,68309.71,605028.90,783792.31,621865.04,117853.02
1026010791,era2,highrise,10721.26,1,928,2266796.14,111179.47,51033.20,68294.43,604893.49,783616.89,621725.87,117826.65
1026011883,era1,lowrise,5565.88,1,927,1453862.93,102913.12,56493.68,60556.77,498368.90,683879.68,537886.64,107365.83
1026011884,era2,midrise,5073.74,1,886,1072740.06,52614.68,24151.00,32319.72,286260.41,370839.66,294226.18,55760.40
1026011885,era2,highrise,13128.15,1,927,2775685.04,136138.92,62489.99,83626.32,740690.22,959536.48,761301.42,144278.37
1026011886,era2,highrise,13865.74,1,927,2931634.19,143787.72,66000.92,88324.76,782305.05,1013446.94,804074.26,152384.48
1026011887,era2,highrise,16375.32,1,928,3462233.93,169812.07,77946.52,104310.79,923895.55,1196872.14,949604.81,179964.77
1026011888,era2,highrise,15235.48,1,928,3221237.74,157991.93,72520.88,97050.01,859585.78,1113561.23,883505.49,167437.93
1026011891,era2,highrise,47372.31,1,887,10015927.64,491250.85,225492.20,301761.61,2672745.73,3462442.14,2747120.26,520621.69
1026011892,era2,highrise,42932.91,1,927,9077305.71,445214.28,204360.65,273482.64,2422274.78,3137966.39,2489679.45,471832.68
1026011893,era2,highrise,36462.10,1,928,7709182.83,378111.98,173559.60,232263.58,2057191.68,2665014.89,2114437.18,400718.48
1026011894,era2,lowrise,1299.76,0,887,274808.82,13478.51,6186.86,8279.47,73332.46,94999.46,75373.08,14284.36
1026011895,era2,lowrise,9516.90,1,887,2012157.19,98690.25,45300.44,60622.65,536943.50,695590.22,551885.03,104590.73
1026011896,era2,lowrise,6937.16,1,887,1466723.20,71938.35,33020.88,44189.71,391394.57,507037.02,402285.91,76239.39
1026011897,era2,midrise,5456.56,1,887,1153679.77,56584.53,25973.23,34758.29,307859.12,398819.97,316425.91,59967.59
1026011898,era2,midrise,5583.60,1,887,1180540.36,57901.93,26577.94,35567.53,315026.71,408105.32,323792.96,61363.76
1026011899,era2,midrise,3960.70,1,887,837411.14,41072.46,18852.93,25229.66,223462.69,289487.56,229680.99,43528.09
1026011900,era2,midrise,4362.88,1,887,922442.86,45243.07,20767.31,27791.55,246153.69,318882.90,253003.41,47948.05
1026011901,era2,midrise,4634.15,1,888,979797.48,48056.14,22058.55,29519.54,261458.74,338710.02,268734.36,50929.31
1026011902,era2,midrise,4866.18,1,887,1028856.83,50462.29,23163.02,30997.57,274549.88,355669.10,282189.78,53479.32
1026011903,era2,midrise,1941.42,0,887,410474.58,20132.53,9241.16,12366.85,109534.92,141898.39,112582.95,21336.21
1026011904,era2,midrise,2045.31,0,887,432439.02,21209.86,9735.68,13028.62,115396.39,149491.71,118607.53,22477.96
1026011905,era2,midrise,3459.89,1,887,731525.42,35879.06,16469.08,22039.50,195206.99,252883.36,200639.02,38024.19
1026011906,era2,midrise,6464.66,1,887,1366822.77,67038.52,30771.78,41179.88,364736.12,472502.00,374885.63,71046.61
1026011907,era2,midrise,2965.71,1,887,627040.48,30754.41,14116.78,18891.57,167325.36,216763.74,171981.52,32593.15
1026011908,era2,midrise,4424.06,1,887,935378.94,45877.50,21058.53,28181.26,249605.47,323354.55,256551.24,48620.42
1026011909,era2,midrise,10217.07,1,887,2160195.57,105951.02,48633.25,65082.74,576447.09,746765.65,592487.89,112285.60
1026011910,era2,midrise,6051.31,1,928,1279428.80,62752.08,28804.24,38546.84,341414.91,442290.25,350915.47,66503.90
1026011911,era2,midrise,4405.82,1,928,931521.79,45688.35,20971.70,28065.07,248576.36,322021.38,255493.50,48419.96
1026011912,era2,midrise,4917.30,1,928,1039664.33,50992.40,23406.35,31323.20,277434.07,359405.46,285154.23,54041.13
1026011913,era2,midrise,3856.65,1,928,815411.40,39993.46,18357.65,24566.86,217592.19,281882.55,223647.13,42384.58
1026011917,era2,midrise,4750.59,1,928,1004417.67,49263.62,22612.81,30261.26,268028.29,347220.62,275486.71,52208.98
1026011918,era2,midrise,2883.71,1,928,609703.11,29904.07,13726.46,18369.23,162698.92,210770.36,167226.34,31691.97
1026011920,era1,lowrise,4119.56,1,888,1076070.34,76170.66,41813.53,44820.81,368865.40,506170.34,398114.28,79466.31
1026012105,era2,highrise,3558.09,1,884,752287.17,36897.39,16936.51,22665.03,200747.44,260060.80,206333.64,39103.41
1026012106,era1,highrise,5897.94,1,884,1540601.32,109052.91,59864.09,64169.59,528101.55,724679.89,569976.92,113771.26
1026012107,era1,highrise,9839.74,1,884,2570238.32,181936.79,99873.36,107056.37,881050.32,1209008.85,950912.47,189808.58
1026012108,era1,lowrise,3537.62,1,884,924060.58,65410.59,35906.84,38489.31,316758.49,434667.37,341875.60,68240.69
1026012109,era1,lowrise,3830.37,1,884,1000531.19,70823.54,38878.26,41674.43,342971.33,470637.56,370166.96,73887.84
1026012110,era1,lowrise,4250.57,1,884,1110290.96,78593.04,43143.29,46246.20,380596.04,522267.54,410775.08,81993.50
1026012111,era1,lowrise,3357.27,1,884,876952.08,62075.92,34076.29,36527.10,300609.96,412507.76,324446.57,64761.74
1026012112,era1,lowrise,3461.51,1,884,904180.28,64003.32,35134.33,37661.23,309943.61,425315.73,334520.33,66772.53
1026012113,era2,highrise,13565.73,1,884,2868203.33,140676.62,64572.87,86413.70,765378.49,991519.21,786676.68,149087.37
1026012114,era2,highrise,13616.46,1,884,2878927.30,141202.69,64814.35,86736.85,768240.67,995227.06,789618.52,149644.90
1026012115,era2,highrise,13620.58,1,884,2879799.15,141245.41,64833.96,86763.09,768473.12,995528.19,789857.43,149690.17
1026012116,era1,highrise,13619.46,1,884,3557540.27,251823.82,138237.52,148179.72,1219486.45,1673423.05,1316184.61,262719.38
1026012117,era1,highrise,13620.57,1,884,3557830.37,251844.34,138248.79,148191.80,1219585.84,1673559.44,1316291.88,262740.80
1026012410,era2,midrise,3604.34,1,883,762066.07,37377.01,17156.66,22959.65,203356.86,263441.21,209015.68,39611.70
1026012411,era1,lowrise,4210.53,1,883,1099831.92,77852.70,42736.88,45810.57,377010.86,517347.82,406905.62,81221.12
1026012412,era1,lowrise,2093.01,0,883,546715.83,38699.75,21244.05,22771.95,187408.12,257168.14,202268.49,40374.16
1026012413,era3,midrise,3566.19,1,883,536390.48,10056.66,11661.44,1747.43,76851.39,83805.46,53029.25,6918.41
1026012414,era1,highrise,6965.92,1,883,1819568.58,128799.86,70704.09,75789.21,623728.48,855902.59,673186.51,134372.60
1026012415,era3,midrise,1185.22,0,883,178269.15,3342.32,3875.67,580.76,25541.49,27852.67,17624.22,2299.33
1026012416,era1,lowrise,4620.41,1,883,1206897.41,85431.38,46897.16,50270.06,413711.51,567709.78,446516.42,89127.71
1026012417,era1,highrise,16020.60,1,883,4184740.39,296220.89,162609.09,174304.13,1434484.52,1968451.12,1548230.78,309037.37
1026012418,era1,highrise,10412.36,1,883,2719813.32,192524.54,105685.45,113286.48,932322.71,1279366.67,1006250.47,200854.42
1026012419,era1,highrise,10477.93,1,883,2736940.15,193736.93,106350.99,113999.88,938193.85,1287423.26,1012587.16,202119.27
1026012420,era1,highrise,13892.92,1,883,3628969.68,256880.09,141013.14,151154.97,1243972.06,1707023.08,1342611.79,267994.43
1026012421,era1,highrise,11818.99,1,883,3087239.59,218533.13,119962.75,128590.61,1058272.36,1452199.30,1142187.19,227988.32
1026012422,era1,highrise,29624.07,1,883,7738104.56,547749.05,300684.31,322309.88,2652539.23,3639909.48,2862870.12,571448.31
1026012937,era3,midrise,10472.39,1,883,1575152.22,29532.14,34244.72,5131.47,225680.00,246101.16,155724.44,20316.44
1026012938,era1,lowrise,11360.19,1,883,2967394.30,210049.91,115305.93,123598.87,1017191.41,1395826.55,1097848.76,219138.07
1026012939,era2,midrise,12862.10,1,883,2719433.69,133379.98,61223.60,81931.58,725679.68,940090.89,745873.18,141354.48
1026012940,era1,lowrise,4594.34,1,883,1200088.60,84949.35,46632.55,49986.42,411377.20,564506.56,443997.02,88624.82
1026012941,era1,lowrise,3035.47,1,883,792894.33,56125.84,30810.02,33025.91,271795.98,372968.20,293347.82,58554.22
1026012942,era2,midrise,7527.27,1,883,1591491.42,78057.79,35829.81,47948.71,424688.57,550168.16,436506.39,82724.70
1026012943,era2,midrise,9230.60,1,882,1951626.10,95721.32,43937.66,58798.92,520790.45,674664.55,535282.49,101444.29
1026013354,era1,highrise,57501.26,1,883,15019904.58,1063198.30,583637.79,625613.71,5148662.82,7065179.82,5556921.77,1109199.31
1026013355,era1,highrise,27697.42,1,884,7234843.70,512125.30,281128.81,301347.93,2480026.99,3403182.00,2676678.67,534283.23
1026013356,era1,highrise,36911.86,1,884,9641746.51,682500.29,374655.38,401601.04,3305087.94,4535360.24,3567162.15,712029.78
1026013357,era1,highrise,21284.94,1,884,5559839.37,393558.54,216042.14,231580.15,1905853.53,2615280.58,2056976.60,410586.49
1026013358,era1,highrise,30769.59,1,883,8037323.84,568929.72,312311.34,334773.14,2755109.09,3780659.52,2973573.18,593545.39
1026013359,era2,highrise,38232.67,1,883,8083533.48,396472.79,181987.51,243542.11,2157087.24,2794425.85,2217112.53,420177.04
1026013360,era1,highrise,14623.61,1,883,3819832.91,270390.55,148429.64,159104.88,1309398.04,1796802.96,1413225.67,282089.44
1026013361,era1,highrise,57523.90,1,883,15025818.50,1063616.91,583867.58,625860.03,5150690.01,7067961.59,5559109.70,1109636.03
1026014980,era3,midrise,6632.98,1,885,997666.81,18705.00,21689.84,3250.16,142940.72,155875.03,98632.41,12867.98
1026036010,era3,midrise,5695.09,1,643,856597.85,16060.15,18622.94,2790.59,122729.19,133834.61,84685.99,11048.47
